Date, Time, Open, High, Low, Last, Volume, # of Trades, OHLC Avg, HLC Avg, HL Avg, Bid Volume, Ask Volume, K, L, M, N, Open, High, Low, Close, Ask Volume, Bid Volume, Zero Line, Difference
2025-8-25, 04:35:00.000000, 644.53, 644.55, 644.53, 644.55, 500, 5, 644.54, 644.54, 644.54, 100, 400, 0.000, 0.000, 0.000, 0.000, 0, 300, -100, 300, 400, -100, 0, 300
2025-8-25, 04:40:00.000000, 644.53, 644.53, 644.29, 644.29, 600, 6, 644.41, 644.37, 644.41, 100, 500, 0.000, 0.000, 0.000, 0.000, 0, 400, -100, 400, 500, -100, 0, 400
2025-8-25, 04:45:00.000000, 644.25, 644.36, 644.20, 644.35, 3567, 20, 644.29, 644.30, 644.28, 800, 2767, 0.000, 0.000, 0.000, 0.000, 0, 1967, -600, 1967, 2767, -800, 0, 1967
2025-8-25, 04:50:00.000000, 644.37, 644.37, 644.33, 644.33, 400, 3, 644.35, 644.34, 644.35, 300, 100, 0.000, 0.000, 0.000, 0.000, -100, -100, -300, -200, 100, -300, 0, -200
2025-8-25, 04:55:00.000000, 644.23, 644.25, 644.13, 644.13, 1190, 7, 644.18, 644.17, 644.19, 790, 400, 0.000, 0.000, 0.000, 0.000, 0, 300, -390, -390, 400, -790, 0, -390
2025-8-25, 05:00:00.000000, 644.10, 644.13, 644.01, 644.13, 3837, 24, 644.09, 644.09, 644.07, 2137, 1700, 0.000, 0.000, 0.000, 0.000, 0, 363, -637, -437, 1700, -2137, 0, -437
2025-8-25, 05:05:00.000000, 644.12, 644.12, 644.00, 644.00, 4091, 25, 644.06, 644.04, 644.06, 3104, 987, 0.000, 0.000, 0.000, 0.000, -167, -167, -2117, -2117, 987, -3104, 0, -2117
2025-8-25, 05:10:00.000000, 643.97, 643.97, 643.92, 643.97, 1030, 8, 643.96, 643.95, 643.94, 1030, 0, 0.000, 0.000, 0.000, 0.000, -630, -630, -1030, -1030, 0, -1030, 0, -1030
2025-8-25, 05:15:00.000000, 644.00, 644.04, 643.98, 644.00, 7287, 68, 644.01, 644.01, 644.01, 787, 6500, 0.000, 0.000, 0.000, 0.000, 0, 5713, -100, 5713, 6500, -787, 0, 5713
2025-8-25, 05:20:00.000000, 643.99, 643.99, 643.90, 643.90, 5100, 44, 643.95, 643.93, 643.95, 2900, 2200, 0.000, 0.000, 0.000, 0.000, 0, 2000, -700, -700, 2200, -2900, 0, -700
2025-8-25, 05:25:00.000000, 643.89, 643.89, 643.89, 643.89, 300, 3, 643.89, 643.89, 643.89, 0, 300, 0.000, 0.000, 0.000, 0.000, 300, 300, 300, 300, 300, 0, 0, 300
2025-8-25, 05:30:00.000000, 643.85, 643.99, 643.83, 643.99, 925, 9, 643.91, 643.94, 643.91, 625, 300, 0.000, 0.000, 0.000, 0.000, 0, 0, -425, -325, 300, -625, 0, -325
2025-8-25, 05:35:00.000000, 644.00, 644.00, 643.99, 643.99, 500, 5, 643.99, 643.99, 643.99, 0, 500, 0.000, 0.000, 0.000, 0.000, 300, 500, 300, 500, 500, 0, 0, 500
2025-8-25, 05:40:00.000000, 643.94, 643.97, 643.91, 643.91, 1938, 12, 643.93, 643.93, 643.94, 1538, 400, 0.000, 0.000, 0.000, 0.000, -300, -300, -1338, -1138, 400, -1538, 0, -1138
2025-8-25, 05:45:00.000000, 643.86, 643.86, 643.85, 643.85, 1084, 4, 643.85, 643.85, 643.85, 100, 984, 0.000, 0.000, 0.000, 0.000, 0, 884, -100, 884, 984, -100, 0, 884
2025-8-25, 05:50:00.000000, 643.84, 643.84, 643.79, 643.82, 2740, 20, 643.82, 643.82, 643.82, 1400, 1340, 0.000, 0.000, 0.000, 0.000, 0, 100, -1300, -60, 1340, -1400, 0, -60
2025-8-25, 05:55:00.000000, 643.95, 644.04, 643.95, 644.04, 2104, 14, 643.99, 644.01, 643.99, 400, 1704, 0.000, 0.000, 0.000, 0.000, 100, 1604, 100, 1304, 1704, -400, 0, 1304
2025-8-25, 06:00:00.000000, 644.04, 644.04, 643.97, 644.01, 2437, 16, 644.02, 644.01, 644.01, 1237, 1200, 0.000, 0.000, 0.000, 0.000, 0, 700, -537, -37, 1200, -1237, 0, -37
2025-8-25, 06:05:00.000000, 643.99, 644.02, 643.99, 644.02, 1200, 12, 644.01, 644.01, 644.01, 0, 1200, 0.000, 0.000, 0.000, 0.000, 400, 1200, 400, 1200, 1200, 0, 0, 1200
2025-8-25, 06:10:00.000000, 643.93, 643.94, 643.87, 643.88, 3396, 18, 643.91, 643.90, 643.91, 1637, 1759, 0.000, 0.000, 0.000, 0.000, 0, 122, -1337, 122, 1759, -1637, 0, 122
2025-8-25, 06:15:00.000000, 643.81, 643.83, 643.77, 643.77, 2400, 22, 643.80, 643.79, 643.80, 1100, 1300, 0.000, 0.000, 0.000, 0.000, 0, 700, -100, 200, 1300, -1100, 0, 200
2025-8-25, 06:20:00.000000, 643.75, 643.76, 643.70, 643.70, 5674, 44, 643.73, 643.72, 643.73, 1330, 4344, 0.000, 0.000, 0.000, 0.000, 0, 3014, -860, 3014, 4344, -1330, 0, 3014
2025-8-25, 06:25:00.000000, 643.61, 643.64, 643.45, 643.46, 4026, 29, 643.54, 643.52, 643.55, 3326, 700, 0.000, 0.000, 0.000, 0.000, 0, 100, -2926, -2626, 700, -3326, 0, -2626
2025-8-25, 06:30:00.000000, 643.50, 643.53, 643.37, 643.51, 23424, 159, 643.48, 643.47, 643.45, 6699, 16725, 0.000, 0.000, 0.000, 0.000, 100, 10026, 100, 10026, 16725, -6699, 0, 10026
2025-8-25, 06:35:00.000000, 643.53, 643.56, 643.47, 643.56, 10116, 56, 643.53, 643.53, 643.52, 2178, 7938, 0.000, 0.000, 0.000, 0.000, 1070, 6508, 1070, 5760, 7938, -2178, 0, 5760
2025-8-25, 06:40:00.000000, 643.56, 643.63, 643.52, 643.63, 7448, 46, 643.58, 643.59, 643.58, 2474, 4974, 0.000, 0.000, 0.000, 0.000, 0, 2500, -574, 2500, 4974, -2474, 0, 2500
2025-8-25, 06:45:00.000000, 643.61, 643.63, 643.50, 643.61, 4840, 34, 643.59, 643.58, 643.57, 3508, 1332, 0.000, 0.000, 0.000, 0.000, 0, 882, -2176, -2176, 1332, -3508, 0, -2176
2025-8-25, 06:50:00.000000, 643.56, 643.56, 643.50, 643.54, 800, 8, 643.54, 643.53, 643.53, 500, 300, 0.000, 0.000, 0.000, 0.000, -100, -100, -300, -200, 300, -500, 0, -200
2025-8-25, 06:55:00.000000, 643.52, 643.58, 643.43, 643.43, 1936, 19, 643.49, 643.48, 643.51, 200, 1736, 0.000, 0.000, 0.000, 0.000, 0, 1536, -100, 1536, 1736, -200, 0, 1536
2025-8-25, 07:00:00.000000, 643.44, 643.55, 643.38, 643.47, 13828, 97, 643.46, 643.47, 643.46, 4923, 8905, 0.000, 0.000, 0.000, 0.000, 2363, 4993, 2363, 3982, 8905, -4923, 0, 3982
2025-8-25, 07:05:00.000000, 643.48, 643.70, 643.48, 643.62, 55778, 344, 643.57, 643.60, 643.59, 15690, 40088, 0.000, 0.000, 0.000, 0.000, 100, 24498, 100, 24398, 40088, -15690, 0, 24398
2025-8-25, 07:10:00.000000, 643.66, 643.85, 643.63, 643.85, 5070, 42, 643.75, 643.78, 643.74, 2100, 2970, 0.000, 0.000, 0.000, 0.000, 0, 1070, -220, 870, 2970, -2100, 0, 870
2025-8-25, 07:15:00.000000, 643.86, 643.92, 643.84, 643.92, 2011, 19, 643.89, 643.89, 643.88, 711, 1300, 0.000, 0.000, 0.000, 0.000, 189, 1089, 189, 589, 1300, -711, 0, 589
2025-8-25, 07:20:00.000000, 643.89, 643.94, 643.88, 643.88, 1432, 8, 643.90, 643.90, 643.91, 600, 832, 0.000, 0.000, 0.000, 0.000, 232, 560, 232, 232, 832, -600, 0, 232
2025-8-25, 07:25:00.000000, 643.89, 643.94, 643.89, 643.92, 4441, 36, 643.91, 643.92, 643.92, 2191, 2250, 0.000, 0.000, 0.000, 0.000, 0, 417, -533, 59, 2250, -2191, 0, 59
2025-8-25, 07:30:00.000000, 643.88, 643.90, 643.83, 643.88, 4838, 44, 643.87, 643.87, 643.86, 1100, 3738, 0.000, 0.000, 0.000, 0.000, 0, 2838, -700, 2638, 3738, -1100, 0, 2638
2025-8-25, 07:35:00.000000, 643.92, 643.92, 643.90, 643.90, 200, 2, 643.91, 643.91, 643.91, 0, 200, 0.000, 0.000, 0.000, 0.000, 100, 200, 100, 200, 200, 0, 0, 200
2025-8-25, 07:40:00.000000, 643.87, 643.88, 643.82, 643.82, 2800, 18, 643.85, 643.84, 643.85, 1800, 1000, 0.000, 0.000, 0.000, 0.000, 0, 400, -800, -800, 1000, -1800, 0, -800
2025-8-25, 07:45:00.000000, 643.85, 643.94, 643.79, 643.79, 4024, 31, 643.84, 643.84, 643.86, 1800, 2224, 0.000, 0.000, 0.000, 0.000, 0, 1224, -103, 424, 2224, -1800, 0, 424
2025-8-25, 07:50:00.000000, 643.78, 643.88, 643.78, 643.86, 2200, 14, 643.83, 643.84, 643.83, 1900, 300, 0.000, 0.000, 0.000, 0.000, -100, -100, -1700, -1600, 300, -1900, 0, -1600
2025-8-25, 07:55:00.000000, 643.90, 643.90, 643.82, 643.83, 1400, 14, 643.86, 643.85, 643.86, 1100, 300, 0.000, 0.000, 0.000, 0.000, 0, 100, -800, -800, 300, -1100, 0, -800
2025-8-25, 08:00:00.000000, 643.55, 645.14, 643.38, 643.57, 39100, 188, 643.91, 644.03, 644.26, 19515, 19585, 0.000, 0.000, 0.000, 0.000, 0, 999, -8862, 70, 19585, -19515, 0, 70
2025-8-25, 08:05:00.000000, 643.54, 643.55, 643.24, 643.26, 39092, 238, 643.40, 643.35, 643.40, 27698, 11394, 0.000, 0.000, 0.000, 0.000, -383, -383, -16304, -16304, 11394, -27698, 0, -16304
2025-8-25, 08:10:00.000000, 643.32, 643.40, 643.30, 643.39, 16276, 79, 643.35, 643.36, 643.35, 7985, 8291, 0.000, 0.000, 0.000, 0.000, 0, 3446, -600, 306, 8291, -7985, 0, 306
2025-8-25, 08:15:00.000000, 643.37, 643.45, 643.27, 643.42, 5778, 40, 643.38, 643.38, 643.36, 2478, 3300, 0.000, 0.000, 0.000, 0.000, 0, 1109, -1236, 822, 3300, -2478, 0, 822
2025-8-25, 08:20:00.000000, 643.51, 643.51, 643.38, 643.45, 16920, 78, 643.46, 643.45, 643.45, 7379, 9541, 0.000, 0.000, 0.000, 0.000, 0, 3919, -700, 2162, 9541, -7379, 0, 2162
2025-8-25, 08:25:00.000000, 643.44, 643.47, 643.32, 643.33, 18434, 96, 643.39, 643.37, 643.40, 9183, 9251, 0.000, 0.000, 0.000, 0.000, 0, 1682, -3430, 68, 9251, -9183, 0, 68
2025-8-25, 08:30:00.000000, 643.29, 643.36, 643.14, 643.35, 35644, 179, 643.28, 643.28, 643.25, 24507, 11137, 0.000, 0.000, 0.000, 0.000, -5316, -5316, -14922, -13370, 11137, -24507, 0, -13370
2025-8-25, 08:35:00.000000, 643.38, 643.38, 643.20, 643.28, 42660, 96, 643.31, 643.29, 643.29, 10619, 32041, 0.000, 0.000, 0.000, 0.000, 100, 21422, 100, 21422, 32041, -10619, 0, 21422
2025-8-25, 08:40:00.000000, 643.27, 643.57, 643.27, 643.55, 22274, 105, 643.42, 643.46, 643.42, 10558, 11716, 0.000, 0.000, 0.000, 0.000, 0, 4611, -430, 1158, 11716, -10558, 0, 1158
2025-8-25, 08:45:00.000000, 643.54, 643.57, 643.46, 643.56, 9913, 43, 643.53, 643.53, 643.52, 2944, 6969, 0.000, 0.000, 0.000, 0.000, 3942, 5442, 3942, 4025, 6969, -2944, 0, 4025
2025-8-25, 08:50:00.000000, 643.54, 643.61, 643.53, 643.56, 16645, 85, 643.56, 643.57, 643.57, 10490, 6155, 0.000, 0.000, 0.000, 0.000, -100, -100, -5897, -4335, 6155, -10490, 0, -4335
2025-8-25, 08:55:00.000000, 643.55, 643.59, 643.48, 643.48, 14425, 83, 643.52, 643.52, 643.53, 7156, 7269, 0.000, 0.000, 0.000, 0.000, 0, 1797, -3754, 113, 7269, -7156, 0, 113
2025-8-25, 09:00:00.000000, 643.50, 643.80, 643.45, 643.75, 31069, 156, 643.63, 643.67, 643.63, 12077, 18992, 0.000, 0.000, 0.000, 0.000, 0, 9685, -2074, 6915, 18992, -12077, 0, 6915
2025-8-25, 09:05:00.000000, 643.77, 643.77, 643.57, 643.57, 24132, 76, 643.67, 643.64, 643.67, 10970, 13162, 0.000, 0.000, 0.000, 0.000, 0, 2375, -1250, 2192, 13162, -10970, 0, 2192
2025-8-25, 09:10:00.000000, 643.59, 643.69, 643.52, 643.62, 18340, 63, 643.60, 643.61, 643.60, 14053, 4287, 0.000, 0.000, 0.000, 0.000, 0, 200, -10096, -9766, 4287, -14053, 0, -9766
2025-8-25, 09:15:00.000000, 643.64, 643.74, 643.55, 643.70, 14772, 73, 643.66, 643.66, 643.65, 7965, 6807, 0.000, 0.000, 0.000, 0.000, 0, 512, -2580, -1158, 6807, -7965, 0, -1158
2025-8-25, 09:20:00.000000, 643.75, 643.79, 643.67, 643.77, 7575, 49, 643.74, 643.74, 643.73, 4478, 3097, 0.000, 0.000, 0.000, 0.000, -400, -400, -3010, -1381, 3097, -4478, 0, -1381
2025-8-25, 09:25:00.000000, 643.79, 644.05, 643.75, 644.05, 44611, 228, 643.91, 643.95, 643.90, 17114, 27497, 0.000, 0.000, 0.000, 0.000, 524, 10383, 524, 10383, 27497, -17114, 0, 10383
2025-8-25, 09:30:00.000000, 644.03, 644.27, 643.41, 643.74, 1600832, 10329, 643.86, 643.81, 643.84, 939132, 661700, 0.000, 0.000, 0.000, 0.000, -88572, -88572, -279213, -277432, 661700, -939132, 0, -277432
2025-8-25, 09:35:00.000000, 643.74, 644.35, 643.71, 644.08, 933337, 6553, 643.97, 644.05, 644.03, 497359, 435978, 0.000, 0.000, 0.000, 0.000, 0, 19785, -83809, -61381, 435978, -497359, 0, -61381
2025-8-25, 09:40:00.000000, 644.10, 644.37, 643.80, 644.13, 800796, 5879, 644.10, 644.10, 644.08, 387195, 413601, 0.000, 0.000, 0.000, 0.000, 0, 28576, -14902, 26406, 413601, -387195, 0, 26406
2025-8-25, 09:45:00.000000, 644.13, 644.14, 643.63, 644.06, 755668, 5180, 643.99, 643.94, 643.89, 406924, 348744, 0.000, 0.000, 0.000, 0.000, 0, 9396, -65059, -58180, 348744, -406924, 0, -58180
2025-8-25, 09:50:00.000000, 644.05, 644.17, 643.72, 643.90, 718114, 5166, 643.96, 643.93, 643.94, 369402, 348712, 0.000, 0.000, 0.000, 0.000, -2862, -2862, -69702, -20690, 348712, -369402, 0, -20690
2025-8-25, 09:55:00.000000, 643.89, 644.34, 643.76, 644.34, 642982, 4360, 644.08, 644.15, 644.05, 273794, 369188, 0.000, 0.000, 0.000, 0.000, 1036, 100216, 1036, 95394, 369188, -273794, 0, 95394
2025-8-25, 10:00:00.000000, 644.33, 644.67, 643.96, 644.29, 820536, 5541, 644.31, 644.31, 644.32, 424164, 396372, 0.000, 0.000, 0.000, 0.000, 0, 31318, -33551, -27792, 396372, -424164, 0, -27792
2025-8-25, 10:05:00.000000, 644.29, 644.52, 644.15, 644.44, 553234, 3773, 644.35, 644.37, 644.33, 249276, 303958, 0.000, 0.000, 0.000, 0.000, 0, 57172, -3530, 54682, 303958, -249276, 0, 54682
2025-8-25, 10:10:00.000000, 644.44, 644.46, 643.81, 644.20, 707242, 4401, 644.23, 644.16, 644.14, 365221, 342021, 0.000, 0.000, 0.000, 0.000, 0, 1616, -31117, -23200, 342021, -365221, 0, -23200
2025-8-25, 10:15:00.000000, 644.19, 644.30, 644.03, 644.08, 497126, 3576, 644.15, 644.14, 644.17, 238569, 258557, 0.000, 0.000, 0.000, 0.000, 0, 31112, -484, 19988, 258557, -238569, 0, 19988
2025-8-25, 10:20:00.000000, 644.08, 644.29, 643.76, 644.09, 451522, 3095, 644.05, 644.05, 644.03, 219691, 231831, 0.000, 0.000, 0.000, 0.000, 0, 30426, -807, 12140, 231831, -219691, 0, 12140
2025-8-25, 10:25:00.000000, 644.08, 644.29, 643.91, 644.15, 377997, 2669, 644.11, 644.12, 644.10, 197670, 180327, 0.000, 0.000, 0.000, 0.000, -452, -452, -29317, -17343, 180327, -197670, 0, -17343
2025-8-25, 10:30:00.000000, 644.15, 644.27, 643.94, 644.11, 366318, 2721, 644.12, 644.11, 644.10, 168085, 198233, 0.000, 0.000, 0.000, 0.000, 162, 32959, 162, 30148, 198233, -168085, 0, 30148
2025-8-25, 10:35:00.000000, 644.12, 644.39, 644.07, 644.09, 311653, 2247, 644.17, 644.18, 644.23, 147953, 163700, 0.000, 0.000, 0.000, 0.000, 0, 29683, -1167, 15747, 163700, -147953, 0, 15747
2025-8-25, 10:40:00.000000, 644.08, 644.18, 643.75, 643.96, 371030, 2513, 643.99, 643.96, 643.96, 187418, 183612, 0.000, 0.000, 0.000, 0.000, 0, 2445, -32551, -3806, 183612, -187418, 0, -3806
2025-8-25, 10:45:00.000000, 643.96, 644.40, 643.74, 644.38, 426428, 2819, 644.12, 644.17, 644.07, 199566, 226862, 0.000, 0.000, 0.000, 0.000, 0, 29069, -14361, 27296, 226862, -199566, 0, 27296
2025-8-25, 10:50:00.000000, 644.36, 644.46, 644.12, 644.23, 336739, 2402, 644.29, 644.27, 644.29, 182293, 154446, 0.000, 0.000, 0.000, 0.000, 0, 1830, -31767, -27847, 154446, -182293, 0, -27847
2025-8-25, 10:55:00.000000, 644.21, 644.46, 643.97, 644.42, 301605, 2011, 644.27, 644.28, 644.22, 147644, 153961, 0.000, 0.000, 0.000, 0.000, 0, 7717, -11748, 6317, 153961, -147644, 0, 6317
2025-8-25, 11:00:00.000000, 644.41, 644.55, 644.23, 644.53, 336039, 2623, 644.43, 644.44, 644.39, 160824, 175215, 0.000, 0.000, 0.000, 0.000, 0, 21906, -6964, 14391, 175215, -160824, 0, 14391
2025-8-25, 11:05:00.000000, 644.51, 644.62, 644.40, 644.59, 286492, 1961, 644.53, 644.54, 644.51, 127157, 159335, 0.000, 0.000, 0.000, 0.000, 0, 37493, -774, 32178, 159335, -127157, 0, 32178
2025-8-25, 11:10:00.000000, 644.61, 644.80, 644.36, 644.75, 547383, 3653, 644.63, 644.64, 644.58, 326445, 220938, 0.000, 0.000, 0.000, 0.000, -1230, -1230, -105695, -105507, 220938, -326445, 0, -105507
2025-8-25, 11:15:00.000000, 644.75, 644.91, 644.69, 644.74, 303500, 2222, 644.77, 644.78, 644.80, 153686, 149814, 0.000, 0.000, 0.000, 0.000, 0, 16452, -6730, -3872, 149814, -153686, 0, -3872
2025-8-25, 11:20:00.000000, 644.77, 645.03, 644.75, 644.97, 305674, 2102, 644.88, 644.92, 644.89, 164364, 141310, 0.000, 0.000, 0.000, 0.000, 0, 12258, -24935, -23054, 141310, -164364, 0, -23054
2025-8-25, 11:25:00.000000, 644.97, 645.05, 644.89, 644.91, 242644, 1753, 644.96, 644.95, 644.97, 134568, 108076, 0.000, 0.000, 0.000, 0.000, -1000, -1000, -29467, -26492, 108076, -134568, 0, -26492
2025-8-25, 11:30:00.000000, 644.91, 645.01, 644.73, 644.76, 307722, 2333, 644.85, 644.83, 644.87, 162897, 144825, 0.000, 0.000, 0.000, 0.000, 0, 2999, -21695, -18072, 144825, -162897, 0, -18072
2025-8-25, 11:35:00.000000, 644.77, 644.87, 644.55, 644.74, 333061, 2275, 644.73, 644.72, 644.71, 169634, 163427, 0.000, 0.000, 0.000, 0.000, 0, 7532, -12789, -6207, 163427, -169634, 0, -6207
2025-8-25, 11:40:00.000000, 644.73, 644.79, 644.51, 644.74, 257478, 1995, 644.69, 644.68, 644.65, 118758, 138720, 0.000, 0.000, 0.000, 0.000, 442, 23214, 442, 19962, 138720, -118758, 0, 19962
2025-8-25, 11:45:00.000000, 644.74, 644.82, 644.55, 644.61, 260820, 2026, 644.68, 644.66, 644.69, 118585, 142235, 0.000, 0.000, 0.000, 0.000, 0, 24812, -1575, 23650, 142235, -118585, 0, 23650
2025-8-25, 11:50:00.000000, 644.62, 645.01, 644.60, 644.88, 272090, 1921, 644.78, 644.83, 644.80, 125255, 146835, 0.000, 0.000, 0.000, 0.000, 0, 35117, -1000, 21580, 146835, -125255, 0, 21580
2025-8-25, 11:55:00.000000, 644.87, 645.07, 644.79, 644.97, 255467, 1840, 644.92, 644.94, 644.93, 107996, 147471, 0.000, 0.000, 0.000, 0.000, 0, 39975, -943, 39475, 147471, -107996, 0, 39475
2025-8-25, 12:00:00.000000, 644.96, 645.09, 644.90, 645.01, 284673, 1962, 644.99, 645.00, 644.99, 153721, 130952, 0.000, 0.000, 0.000, 0.000, 0, 480, -24821, -22769, 130952, -153721, 0, -22769
2025-8-25, 12:05:00.000000, 644.99, 645.15, 644.93, 645.00, 252858, 1845, 645.02, 645.02, 645.04, 130716, 122142, 0.000, 0.000, 0.000, 0.000, 0, 13510, -8674, -8574, 122142, -130716, 0, -8574
2025-8-25, 12:10:00.000000, 644.99, 645.08, 644.86, 645.05, 187472, 1192, 645.00, 645.00, 644.97, 90955, 96517, 0.000, 0.000, 0.000, 0.000, 0, 9457, -2687, 5562, 96517, -90955, 0, 5562
2025-8-25, 12:15:00.000000, 645.04, 645.09, 644.79, 644.82, 276332, 1782, 644.93, 644.90, 644.94, 134818, 141514, 0.000, 0.000, 0.000, 0.000, 0, 35315, -1311, 6696, 141514, -134818, 0, 6696
2025-8-25, 12:20:00.000000, 644.83, 645.07, 644.83, 645.01, 261580, 1846, 644.93, 644.97, 644.95, 132279, 129301, 0.000, 0.000, 0.000, 0.000, 0, 9484, -29353, -2978, 129301, -132279, 0, -2978
2025-8-25, 12:25:00.000000, 645.01, 645.09, 644.91, 644.94, 183329, 1331, 644.99, 644.98, 645.00, 99024, 84305, 0.000, 0.000, 0.000, 0.000, 0, 3468, -16914, -14719, 84305, -99024, 0, -14719
2025-8-25, 12:30:00.000000, 644.94, 644.99, 644.82, 644.99, 198949, 1248, 644.93, 644.93, 644.91, 100248, 98701, 0.000, 0.000, 0.000, 0.000, 0, 15880, -8416, -1547, 98701, -100248, 0, -1547
2025-8-25, 12:35:00.000000, 644.98, 645.04, 644.83, 645.02, 179279, 1248, 644.97, 644.96, 644.93, 80057, 99222, 0.000, 0.000, 0.000, 0.000, 0, 19833, -100, 19165, 99222, -80057, 0, 19165
2025-8-25, 12:40:00.000000, 645.02, 645.24, 644.98, 645.18, 220549, 1405, 645.10, 645.13, 645.11, 92021, 128528, 0.000, 0.000, 0.000, 0.000, 0, 37552, -1561, 36507, 128528, -92021, 0, 36507
2025-8-25, 12:45:00.000000, 645.18, 645.29, 645.03, 645.12, 204649, 1360, 645.16, 645.15, 645.16, 102946, 101703, 0.000, 0.000, 0.000, 0.000, 0, 9783, -8770, -1243, 101703, -102946, 0, -1243
2025-8-25, 12:50:00.000000, 645.11, 645.15, 644.89, 645.00, 315446, 2004, 645.04, 645.01, 645.02, 180983, 134463, 0.000, 0.000, 0.000, 0.000, 0, 8421, -46620, -46520, 134463, -180983, 0, -46520
2025-8-25, 12:55:00.000000, 645.01, 645.09, 644.89, 644.99, 183344, 1291, 645.00, 644.99, 644.99, 86224, 97120, 0.000, 0.000, 0.000, 0.000, 0, 13038, -8932, 10896, 97120, -86224, 0, 10896
2025-8-25, 13:00:00.000000, 644.98, 645.02, 644.41, 644.55, 372161, 2486, 644.74, 644.66, 644.71, 219620, 152541, 0.000, 0.000, 0.000, 0.000, 0, 8071, -67279, -67079, 152541, -219620, 0, -67079
2025-8-25, 13:05:00.000000, 644.55, 644.82, 644.50, 644.79, 300457, 1920, 644.66, 644.70, 644.66, 139874, 160583, 0.000, 0.000, 0.000, 0.000, 0, 22723, -606, 20709, 160583, -139874, 0, 20709
2025-8-25, 13:10:00.000000, 644.78, 644.96, 644.72, 644.76, 211504, 1302, 644.80, 644.81, 644.84, 88668, 122836, 0.000, 0.000, 0.000, 0.000, 0, 44988, -1100, 34168, 122836, -88668, 0, 34168
2025-8-25, 13:15:00.000000, 644.76, 644.83, 644.67, 644.74, 174482, 1345, 644.75, 644.75, 644.75, 93698, 80784, 0.000, 0.000, 0.000, 0.000, 0, 2217, -18558, -12914, 80784, -93698, 0, -12914
2025-8-25, 13:20:00.000000, 644.75, 644.78, 644.58, 644.66, 191178, 1369, 644.69, 644.67, 644.68, 94948, 96230, 0.000, 0.000, 0.000, 0.000, 0, 17791, -8949, 1282, 96230, -94948, 0, 1282
2025-8-25, 13:25:00.000000, 644.65, 644.68, 644.45, 644.67, 225960, 1468, 644.61, 644.60, 644.56, 111559, 114401, 0.000, 0.000, 0.000, 0.000, 0, 11921, -7106, 2842, 114401, -111559, 0, 2842
2025-8-25, 13:30:00.000000, 644.66, 644.82, 644.54, 644.56, 244384, 1837, 644.65, 644.64, 644.68, 109789, 134595, 0.000, 0.000, 0.000, 0.000, 0, 25508, -3187, 24806, 134595, -109789, 0, 24806
2025-8-25, 13:35:00.000000, 644.55, 644.59, 644.38, 644.39, 243907, 1586, 644.48, 644.46, 644.49, 139893, 104014, 0.000, 0.000, 0.000, 0.000, 0, 2083, -37227, -35879, 104014, -139893, 0, -35879
2025-8-25, 13:40:00.000000, 644.39, 644.40, 644.03, 644.37, 542735, 3334, 644.30, 644.27, 644.21, 253995, 288740, 0.000, 0.000, 0.000, 0.000, 0, 37221, -13409, 34745, 288740, -253995, 0, 34745
2025-8-25, 13:45:00.000000, 644.38, 644.65, 644.36, 644.60, 228584, 1600, 644.50, 644.54, 644.51, 88938, 139646, 0.000, 0.000, 0.000, 0.000, 0, 55218, -4213, 50708, 139646, -88938, 0, 50708
2025-8-25, 13:50:00.000000, 644.60, 644.72, 644.53, 644.59, 212584, 1462, 644.61, 644.61, 644.63, 102601, 109983, 0.000, 0.000, 0.000, 0.000, 0, 8870, -2052, 7382, 109983, -102601, 0, 7382
2025-8-25, 13:55:00.000000, 644.59, 644.65, 644.44, 644.51, 220950, 1356, 644.55, 644.53, 644.54, 108862, 112088, 0.000, 0.000, 0.000, 0.000, 0, 18566, -11345, 3226, 112088, -108862, 0, 3226
2025-8-25, 14:00:00.000000, 644.50, 644.54, 644.25, 644.35, 272749, 1788, 644.41, 644.38, 644.40, 151724, 121025, 0.000, 0.000, 0.000, 0.000, 0, 8091, -33381, -30699, 121025, -151724, 0, -30699
2025-8-25, 14:05:00.000000, 644.35, 644.50, 644.25, 644.44, 272071, 1807, 644.39, 644.40, 644.38, 140993, 131078, 0.000, 0.000, 0.000, 0.000, 0, 23765, -10644, -9915, 131078, -140993, 0, -9915
2025-8-25, 14:10:00.000000, 644.45, 644.56, 644.30, 644.53, 182577, 1325, 644.46, 644.46, 644.43, 84756, 97821, 0.000, 0.000, 0.000, 0.000, 0, 24297, -580, 13065, 97821, -84756, 0, 13065
2025-8-25, 14:15:00.000000, 644.54, 644.57, 644.24, 644.25, 249508, 1618, 644.40, 644.35, 644.40, 155365, 94143, 0.000, 0.000, 0.000, 0.000, -1323, -1323, -64259, -61222, 94143, -155365, 0, -61222
2025-8-25, 14:20:00.000000, 644.24, 644.37, 643.94, 644.22, 545840, 3298, 644.19, 644.18, 644.16, 203109, 342731, 0.000, 0.000, 0.000, 0.000, 0, 151383, -3711, 139622, 342731, -203109, 0, 139622
2025-8-25, 14:25:00.000000, 644.21, 644.29, 644.06, 644.17, 307766, 1948, 644.18, 644.17, 644.17, 184507, 123259, 0.000, 0.000, 0.000, 0.000, -1100, -1100, -68108, -61248, 123259, -184507, 0, -61248
